"","LocationAbbr","LocationDesc","Income","YearStart","obesity","Overweight","fruit","veg","cardio","mus_car","carLong","muscle","noAct"
"228","NJ","New Jersey","$50,000 - $74,999",2013.5,26.9166666666667,38.2333333333333,34.3666666666667,22.1333333333333,51.1,22.1666666666667,30.3,32.7,24.45
"229","NJ","New Jersey","$75,000 or greater",2013.5,23.1833333333333,38.8166666666667,32.8,16.4666666666667,57.5333333333333,26.2,33.8,37.5,16.4166666666667
"230","NJ","New Jersey","Data not reported",2013.5,21.0666666666667,32.85,32.9,23.3666666666667,49.2,20.5333333333333,32.9333333333333,29.8666666666667,29.7166666666667
"231","NJ","New Jersey","Less than $15,000",2013.5,31.85,34.3,42.8333333333333,29.8333333333333,41.3666666666667,15.8333333333333,25.7666666666667,23.7,41
"232","NM","New Mexico","$15,000 - $24,999",2013.5,29.8,34.95,43.3666666666667,24.8666666666667,49.7333333333333,18.9666666666667,30.4666666666667,28.6666666666667,28.4666666666667
"233","NM","New Mexico","$25,000 - $34,999",2013.5,28.6166666666667,36.6666666666667,39.7666666666667,23.8333333333333,51.5333333333333,21.1333333333333,33.8666666666667,30.2666666666667,25.2166666666667
"234","NM","New Mexico","$35,000 - $49,999",2013.5,28.2666666666667,37.6833333333333,38.7,19.3,54.8333333333333,23.2666666666667,34.9666666666667,32.7333333333333,21.5833333333333
"235","NM","New Mexico","$50,000 - $74,999",2013.5,28.4833333333333,38.0333333333333,36.2333333333333,16.2333333333333,61,26.6,37.7,36.1666666666667,15.45
"236","NM","New Mexico","$75,000 or greater",2013.5,23.2833333333333,39.2,34.4666666666667,14.3666666666667,63.2333333333333,29.9,40.2333333333333,39.7,12.25
"237","NM","New Mexico","Data not reported",2013.5,23.4666666666667,32,42.6333333333333,23.7,52.4333333333333,23.2666666666667,35.5,32.8333333333333,25.7166666666667
"238","NM","New Mexico","Less than $15,000",2013.5,31.4666666666667,33.1666666666667,45.8,30.7,46.8,17.1,31.0666666666667,25.1666666666667,32.4333333333333
"239","NV","Nevada","$15,000 - $24,999",2013.5,26.5333333333333,38.7833333333333,38.0666666666667,25.7333333333333,46.6666666666667,20.3333333333333,31.8333333333333,28.3,30.1
"240","NV","Nevada","$25,000 - $34,999",2013.5,28.4833333333333,38.0666666666667,37.5,22.0666666666667,50.9,20.9,30.6,28.9333333333333,26.85
"241","NV","Nevada","$35,000 - $49,999",2013.5,27.05,36.3833333333333,38.5333333333333,20.3666666666667,53.1,23.3,34.1,33.2,24.2
"242","NV","Nevada","$50,000 - $74,999",2013.5,26.85,39.0666666666667,35.7666666666667,19.3333333333333,58.1666666666667,27.7,38.4,38.9666666666667,18.8666666666667
"243","NV","Nevada","$75,000 or greater",2013.5,24.2,39.7833333333333,33.1333333333333,14.0666666666667,61.4,30.5666666666667,40.2333333333333,41.3,13.3
"244","NV","Nevada","Data not reported",2013.5,24.6833333333333,29.0833333333333,35.2333333333333,24.7333333333333,51.3333333333333,19.5666666666667,32.9,26.4333333333333,26.1166666666667
"245","NV","Nevada","Less than $15,000",2013.5,29.1333333333333,33.5166666666667,40,29.8,47.7666666666667,13.6666666666667,29.5666666666667,21.9,33.8666666666667
"246","NY","New York","$15,000 - $24,999",2013.5,28.8666666666667,34.2333333333333,39.8666666666667,27.3,42.0666666666667,16.0333333333333,25.3,26,36.1166666666667
"247","NY","New York","$25,000 - $34,999",2013.5,26.3833333333333,36.3333333333333,33.8333333333333,23.1333333333333,45.2666666666667,17.3666666666667,28.7,26.9333333333333,30.7833333333333
"248","NY","New York","$35,000 - $49,999",2013.5,27.4333333333333,35.4833333333333,34.3333333333333,21.7333333333333,47.6,20.1333333333333,30.0666666666667,29.9,27.4666666666667
"249","NY","New York","$50,000 - $74,999",2013.5,25.1,37.5166666666667,33.5,19.5666666666667,52.2666666666667,21.9,31.3,31.4333333333333,22.4666666666667
"250","NY","New York","$75,000 or greater",2013.5,21.35,37.05,31.6333333333333,15.7333333333333,56,25.7333333333333,34.2333333333333,36.4666666666667,15.85
"251","NY","New York","Data not reported",2013.5,21.6666666666667,34.2,35.3,26.3,46,17.9666666666667,29.0666666666667,28.1666666666667,28.8333333333333
"252","NY","New York","Less than $15,000",2013.5,31.5833333333333,31.3,42.3333333333333,32.4333333333333,40.8,15.1333333333333,24.8,22.7333333333333,38.2333333333333
"253","OH","Ohio","$15,000 - $24,999",2013.5,33.6666666666667,32.65,45.6666666666667,33.2,45.1333333333333,16.2,29.7666666666667,24.8666666666667,35.8666666666667
"254","OH","Ohio","$25,000 - $34,999",2013.5,31.45,34.3333333333333,43.0333333333333,26.4,47.1666666666667,16.5666666666667,30.4333333333333,26.1,30.9333333333333
"255","OH","Ohio","$35,000 - $49,999",2013.5,33.1833333333333,35.5,43.6,24.7666666666667,50.0333333333333,19.4666666666667,33.3,28.1333333333333,25.9666666666667
"256","OH","Ohio","$50,000 - $74,999",2013.5,32.8333333333333,36.0833333333333,38.2333333333333,20.4666666666667,54.9666666666667,21.4666666666667,33.3666666666667,31.0333333333333,20.5333333333333
"257","OH","Ohio","$75,000 or greater",2013.5,25.9833333333333,39.8,35.7333333333333,17.0333333333333,58.7666666666667,26.3666666666667,35.3666666666667,36.7333333333333,14.8666666666667
"258","OH","Ohio","Data not reported",2013.5,26,33.8666666666667,42.4333333333333,29.1333333333333,48.3333333333333,18.6666666666667,32.2333333333333,27.6666666666667,29.6666666666667
"259","OH","Ohio","Less than $15,000",2013.5,35.5,30.25,50.6333333333333,38.9666666666667,38.7,14.6333333333333,27.0333333333333,23.9666666666667,39.2
"260","OK","Oklahoma","$15,000 - $24,999",2013.5,35.7666666666667,32.6166666666667,53.3333333333333,30.8333333333333,40.9,12.0333333333333,25.6333333333333,18.7,37.3333333333333
"261","OK","Oklahoma","$25,000 - $34,999",2013.5,32.0833333333333,35.2,50.3,27.5666666666667,43.4,15.5,27.3,25,32.9833333333333
"262","OK","Oklahoma","$35,000 - $49,999",2013.5,35.1333333333333,36.05,51.2,24.3,45.0333333333333,14.9,26.7,22.8333333333333,29.9166666666667
"263","OK","Oklahoma","$50,000 - $74,999",2013.5,33.8,38.1666666666667,46.6666666666667,20.2,49.1,18.3,30.1,27.0333333333333,25.7333333333333
"264","OK","Oklahoma","$75,000 or greater",2013.5,29.65,38.1166666666667,45.5333333333333,17.7,53.7,23.4333333333333,31.2,33.3,18
"265","OK","Oklahoma","Data not reported",2013.5,26.8333333333333,34.85,52.0333333333333,27.5333333333333,41.3333333333333,14.0333333333333,26.2333333333333,22.9666666666667,34.15
"266","OK","Oklahoma","Less than $15,000",2013.5,35.7333333333333,29.5166666666667,57.8,36.0333333333333,37.0333333333333,11.8,24.5333333333333,19.2333333333333,41.4666666666667
"267","OR","Oregon","$15,000 - $24,999",2013.5,30.85,32.4166666666667,39.2,19.8333333333333,55.5333333333333,18.2333333333333,37.6,25.8,25.0833333333333
"268","OR","Oregon","$25,000 - $34,999",2013.5,29.1666666666667,35.3333333333333,36.9333333333333,16.0666666666667,59,20.3666666666667,39.2666666666667,26.8333333333333,21.2833333333333
"269","OR","Oregon","$35,000 - $49,999",2013.5,30.2666666666667,35.4666666666667,30.6,13.0666666666667,63.5666666666667,23.9666666666667,41.9666666666667,30.7333333333333,18.35
"270","OR","Oregon","$50,000 - $74,999",2013.5,27.25,36.9666666666667,32.9666666666667,12.4,64,23.9,42.8,32.4333333333333,14.1
"271","OR","Oregon","$75,000 or greater",2013.5,24.1,36.3166666666667,27.3666666666667,10.0666666666667,70.5,30.5666666666667,46.0333333333333,38.1666666666667,8.5
"272","OR","Oregon","Data not reported",2013.5,24.1833333333333,29.55,34.8,20.9333333333333,58.7333333333333,23.0333333333333,39.5666666666667,30.4,19.0833333333333
"273","OR","Oregon","Less than $15,000",2013.5,33.9666666666667,29.7833333333333,43.6333333333333,27.7666666666667,52.7,18.9666666666667,35.3666666666667,25.9333333333333,28.5166666666667
"274","PA","Pennsylvania","$15,000 - $24,999",2013.5,33.7666666666667,33.5333333333333,41.5333333333333,31.3333333333333,43.8333333333333,15.0666666666667,28.4333333333333,22.9333333333333,34.0833333333333
"275","PA","Pennsylvania","$25,000 - $34,999",2013.5,33.1666666666667,34.1666666666667,37.0333333333333,26.8,44.5,14.2,27.6,22.9,30.6833333333333
"276","PA","Pennsylvania","$35,000 - $49,999",2013.5,31.6833333333333,36.4666666666667,37.6333333333333,23.1666666666667,48.8666666666667,18.2666666666667,31.8333333333333,28.9,25
"277","PA","Pennsylvania","$50,000 - $74,999",2013.5,31.8,35.95,37.7666666666667,21.9,48.5333333333333,19.1,28.9666666666667,29.1,22.6666666666667
"278","PA","Pennsylvania","$75,000 or greater",2013.5,24.6666666666667,38.5,31.4666666666667,15.8,56.9333333333333,24.9666666666667,33.1666666666667,37.1666666666667,14.0833333333333
"279","PA","Pennsylvania","Data not reported",2013.5,24.6,33.3333333333333,39.4,27.9666666666667,47.9,19.3,30.1666666666667,27.8333333333333,26.7833333333333
"280","PA","Pennsylvania","Less than $15,000",2013.5,36.2333333333333,29.4833333333333,47.4333333333333,35.8666666666667,42.0666666666667,12.9666666666667,26.3,21.1,37.5
"281","PR","Puerto Rico","$15,000 - $24,999",2014.5,30.825,38.35,52.8,20.5,34.5,8.6,16.4,12.5,41.6
"282","PR","Puerto Rico","$25,000 - $34,999",2014.5,25,43.65,46.8,24.5,41,15,22.1,20.4,36.2666666666667
"283","PR","Puerto Rico","$35,000 - $49,999",2014.5,29.275,41.3,47.1,16.9,42,15.8,22.1,20.8,29.7666666666667
"284","PR","Puerto Rico","$50,000 - $74,999",2014.5,29.725,41.925,50.8,23.2,45.3,15.6,20.7,21.7,30.3333333333333
"285","PR","Puerto Rico","$75,000 or greater",2014.5,24.075,40.45,41.5,14.4,49.7,21.1,22.6,25.9,22.8
"286","PR","Puerto Rico","Data not reported",2014.5,26.15,33,60.4,27.5,34.1,7.3,18.4,8.8,45.6
"287","PR","Puerto Rico","Less than $15,000",2014.5,30.525,36.575,58.9,27,29.7,4.5,15,6.2,49
"288","RI","Rhode Island","$15,000 - $24,999",2013.5,29.9166666666667,34.8833333333333,37.8333333333333,27.6666666666667,39.9,14.5,25.3333333333333,22.1,36.9666666666667
"289","RI","Rhode Island","$25,000 - $34,999",2013.5,30.45,35.7166666666667,37.1,24.1333333333333,43.4,13.5666666666667,28.0666666666667,23.1,32.1833333333333
"290","RI","Rhode Island","$35,000 - $49,999",2013.5,27.75,37.9666666666667,36.3333333333333,23.5333333333333,47.1,17.5,27.2333333333333,27.7666666666667,27.6166666666667
"291","RI","Rhode Island","$50,000 - $74,999",2013.5,28.1333333333333,38.15,33.2,20.1,53.3666666666667,19.9666666666667,30.7,29.6,20.35
"292","RI","Rhode Island","$75,000 or greater",2013.5,22.6833333333333,39.6166666666667,29.8333333333333,12.8,58.1,26.1333333333333,33.5666666666667,36.4333333333333,13.4833333333333
"293","RI","Rhode Island","Data not reported",2013.5,22.2166666666667,34.75,37.4,27.2,48.4666666666667,19.8,29.4333333333333,28.0666666666667,28.1333333333333
"294","RI","Rhode Island","Less than $15,000",2013.5,32.45,32.3,43.7666666666667,30.7666666666667,40.6666666666667,14.7333333333333,27.1333333333333,23.1,37.9833333333333
"295","SC","South Carolina","$15,000 - $24,999",2013.5,35.4666666666667,32.6833333333333,47.6666666666667,32.8666666666667,43.9666666666667,14.4666666666667,27.7666666666667,22.3666666666667,34.2666666666667
"296","SC","South Carolina","$25,000 - $34,999",2013.5,33.9,33.9833333333333,46.0666666666667,27.8666666666667,45.8333333333333,17.2666666666667,27.6666666666667,26.3666666666667,28.85
"297","SC","South Carolina","$35,000 - $49,999",2013.5,32.5333333333333,36.3833333333333,48.2333333333333,24.3333333333333,50.7666666666667,17.8333333333333,31.6666666666667,26.6,24.65
"298","SC","South Carolina","$50,000 - $74,999",2013.5,31.4666666666667,37.0833333333333,43.8,19.3666666666667,52.8333333333333,20.8,31,31,20.85
"299","SC","South Carolina","$75,000 or greater",2013.5,26.8833333333333,38.8833333333333,39.7333333333333,14.9333333333333,60.8,26.0333333333333,36.5333333333333,35.9666666666667,13.7333333333333
"300","SC","South Carolina","Data not reported",2013.5,26.2,33.3,45.6333333333333,33.2333333333333,49.4666666666667,18.8666666666667,31.9333333333333,28.4666666666667,28.0833333333333
"301","SC","South Carolina","Less than $15,000",2013.5,38.3833333333333,29.5,51.2333333333333,38.8333333333333,38.6666666666667,13.3333333333333,25.2666666666667,20.8666666666667,39.6333333333333
"302","SD","South Dakota","$15,000 - $24,999",2013.5,31.4333333333333,33.35,41.0333333333333,31.2333333333333,49.2,17.1,31.3333333333333,27.5333333333333,28.0333333333333
"303","SD","South Dakota","$25,000 - $34,999",2013.5,30.9166666666667,36.9333333333333,49.6,27.1666666666667,49.8666666666667,16.9333333333333,31.7,25.4666666666667,25.3833333333333
"304","SD","South Dakota","$35,000 - $49,999",2013.5,29.7166666666667,37.95,39.2333333333333,22.8333333333333,49.1666666666667,17.2333333333333,30.2,27.7333333333333,24.1833333333333
"305","SD","South Dakota","$50,000 - $74,999",2013.5,31.6333333333333,38.6666666666667,40.8333333333333,24.4333333333333,49.9666666666667,16.8333333333333,28.1666666666667,25.6666666666667,19.15
"306","SD","South Dakota","$75,000 or greater",2013.5,28.3333333333333,38.8333333333333,36.6,19.8333333333333,59.3,22.4,35.0333333333333,31.5,14.8666666666667
"307","SD","South Dakota","Data not reported",2013.5,23.35,33.3666666666667,36.5666666666667,26.4666666666667,47.6666666666667,15.1,29.4666666666667,25.3333333333333,24.6666666666667
"308","SD","South Dakota","Less than $15,000",2013.5,32.1666666666667,31.7333333333333,48.6,36.3666666666667,46.9333333333333,16.4,30.5,26.6333333333333,30.6333333333333
"309","TN","Tennessee","$15,000 - $24,999",2013.5,34.8333333333333,32.3,46.8333333333333,27.9666666666667,36.1,11.3,22,19.5666666666667,39.8166666666667
"310","TN","Tennessee","$25,000 - $34,999",2013.5,34.5333333333333,33.7666666666667,45.6333333333333,25.8666666666667,39.5666666666667,12.5333333333333,24.3333333333333,20.8,34.7166666666667
"311","TN","Tennessee","$35,000 - $49,999",2013.5,32.3,38.05,44.8,19.5666666666667,44.2666666666667,14.6666666666667,26.3333333333333,23.5666666666667,28.0333333333333
"312","TN","Tennessee","$50,000 - $74,999",2013.5,33.55,39.1166666666667,41.8666666666667,17.3666666666667,43.9,17.3666666666667,24.5666666666667,27.0666666666667,23.35
"313","TN","Tennessee","$75,000 or greater",2013.5,28.6833333333333,38.3833333333333,40.3,16.4,51.3666666666667,20.8666666666667,26.5333333333333,29.7,15.8166666666667
"314","TN","Tennessee","Data not reported",2013.5,28.2333333333333,34.6833333333333,46.1,25.0666666666667,38.5,12.7,22.1,19.5333333333333,34.5833333333333
"315","TN","Tennessee","Less than $15,000",2013.5,36.95,29.1333333333333,53.2,37.6,30.1333333333333,8.7,20.1333333333333,17.6666666666667,43.7333333333333
"316","TX","Texas","$15,000 - $24,999",2013.5,34.4166666666667,35.2333333333333,44,25.4666666666667,39.0333333333333,12.5666666666667,22.0666666666667,21.3,36.35
"317","TX","Texas","$25,000 - $34,999",2013.5,32.7833333333333,36.2166666666667,42.5333333333333,21.3,40,16.3,22.9333333333333,25.3,32.3833333333333
"318","TX","Texas","$35,000 - $49,999",2013.5,32.4833333333333,35.5666666666667,40.2,20.1,46.0666666666667,19.2666666666667,26.1333333333333,29.9333333333333,26.3
"319","TX","Texas","$50,000 - $74,999",2013.5,32.4666666666667,36.35,41.1333333333333,18.2,48.9666666666667,20.4,29.2333333333333,31.1,21.75
"320","TX","Texas","$75,000 or greater",2013.5,26.7,38.8833333333333,38.2666666666667,14.7333333333333,53.6666666666667,24.8333333333333,29.6666666666667,36.6,15.4166666666667
"321","TX","Texas","Data not reported",2013.5,26.75,32.55,42.3,23.1,42.6666666666667,17.9333333333333,25.6333333333333,28.3333333333333,30.8333333333333
"322","TX","Texas","Less than $15,000",2013.5,39.75,30.7666666666667,47.6333333333333,28.1666666666667,36.2333333333333,12.8,21.5333333333333,21.9666666666667,41.2833333333333
"323","US","National","$15,000 - $24,999",2013.5,32.3333333333333,33.8666666666667,42.0666666666667,27.6666666666667,44.2666666666667,15.8333333333333,27.7,24.6333333333333,33.5333333333333
"324","US","National","$25,000 - $34,999",2013.5,30.6,35.7833333333333,40.0666666666667,24.3666666666667,47.3,17.6666666666667,29.8333333333333,26.7666666666667,29.2166666666667
"325","US","National","$35,000 - $49,999",2013.5,30.0833333333333,36.65,38.7,21.6333333333333,50.7,19.6333333333333,31.4666666666667,29.0333333333333,24.6
"326","US","National","$50,000 - $74,999",2013.5,29.3833333333333,37.35,37.5666666666667,19,53.6333333333333,21.7333333333333,32.6,31.5,20.45
"327","US","National","$75,000 or greater",2013.5,24.2,38.2,33.6666666666667,15.0333333333333,59.5666666666667,26.7333333333333,35.5666666666667,37,13.8666666666667
"328","US","National","Data not reported",2013.5,24.1666666666667,32.8666666666667,39.8,25.7333333333333,48.4,19.0333333333333,31.1,28,27.9
"329","US","National","Less than $15,000",2013.5,34.0666666666667,30.65,46,32.2,41.9666666666667,14.5,26.7666666666667,23.1,36.95
"330","UT","Utah","$15,000 - $24,999",2013.5,26.4833333333333,32.55,40.8666666666667,24.7666666666667,47.7,17.5,30.3,27.1666666666667,26.8166666666667
"331","UT","Utah","$25,000 - $34,999",2013.5,27.4333333333333,35.0166666666667,38.5666666666667,22.4666666666667,52.5666666666667,20.0666666666667,34,30.2333333333333,22.4
"332","UT","Utah","$35,000 - $49,999",2013.5,27.9333333333333,34.7833333333333,36.8,20.5,52.1,20.8,31.8666666666667,30.4,19.15
"333","UT","Utah","$50,000 - $74,999",2013.5,26.2666666666667,36.3666666666667,35.3,18.0666666666667,56.3333333333333,23.8333333333333,32.1666666666667,33.5666666666667,15.1833333333333
"334","UT","Utah","$75,000 or greater",2013.5,22.4166666666667,37.35,30.3666666666667,13.6,63.2,29.1333333333333,38,39.1,10.45
"335","UT","Utah","Data not reported",2013.5,19.95,30,39.7,26.8,52.7,21.1,32.7333333333333,31.4,22.8
"336","UT","Utah","Less than $15,000",2013.5,27.1166666666667,28.05,45.3,27.6333333333333,49.6666666666667,19.6,30.4333333333333,29.8,24.6333333333333
"337","VA","Virginia","$15,000 - $24,999",2013.5,32.85,32.5833333333333,44.2333333333333,31.2333333333333,40.6,14.5666666666667,26.8666666666667,25.6666666666667,36.9
"338","VA","Virginia","$25,000 - $34,999",2013.5,31.0166666666667,35.15,41.4,24.2,45.6666666666667,17.8333333333333,27.8333333333333,27.2333333333333,30.4333333333333
"339","VA","Virginia","$35,000 - $49,999",2013.5,30.7833333333333,36.3,41.3666666666667,21.7666666666667,50.4333333333333,20.5,34.0333333333333,31.0333333333333,25.4833333333333
"340","VA","Virginia","$50,000 - $74,999",2013.5,28.25,39.35,34.8666666666667,18.9,52.6666666666667,24.9333333333333,31.1666666666667,35.8,21.3
"341","VA","Virginia","$75,000 or greater",2013.5,24.7,38.95,34.4666666666667,13.8,61.6,30,35.9333333333333,39.5,13.2166666666667
"342","VA","Virginia","Data not reported",2013.5,24.0166666666667,31.9333333333333,37.0666666666667,25.4333333333333,49.6666666666667,18.9666666666667,32.6333333333333,30.2333333333333,26.65
"343","VA","Virginia","Less than $15,000",2013.5,37.1333333333333,27.9166666666667,48.0666666666667,35.8,40.2333333333333,13.7666666666667,28.2333333333333,24.0666666666667,39.0166666666667
"344","VT","Vermont","$15,000 - $24,999",2013.5,30.75,32.6333333333333,37.8,24.9333333333333,50.2,15.3,34.5333333333333,22.1666666666667,30.1666666666667
"345","VT","Vermont","$25,000 - $34,999",2013.5,27.7666666666667,35.7666666666667,35.1666666666667,17.5666666666667,55.9333333333333,18,37.9333333333333,26.5333333333333,24.1
"346","VT","Vermont","$35,000 - $49,999",2013.5,26.6833333333333,36.6,31.8,17.5333333333333,56.9333333333333,21.5333333333333,37.7666666666667,29.9,20.95
"347","VT","Vermont","$50,000 - $74,999",2013.5,25.9,37.9,30.3,14.2666666666667,62.0333333333333,24.3,39.4333333333333,30.9,15.25
"348","VT","Vermont","$75,000 or greater",2013.5,20.3166666666667,37.4,26.6,9.76666666666667,67.8333333333333,29.6,44.3,37.0333333333333,10.45
"349","VT","Vermont","Data not reported",2013.5,21.7,32.8833333333333,33.8333333333333,20.3,57.1666666666667,20.4,39.9333333333333,27.5,22.9
"350","VT","Vermont","Less than $15,000",2013.5,29.9166666666667,31.1,44.8,31.1,48.3,17,34.5666666666667,26.1333333333333,31.0333333333333
"351","WA","Washington","$15,000 - $24,999",2013.5,30.55,34.6666666666667,40.2666666666667,23.7,47.6333333333333,16.4333333333333,30.8666666666667,27.5333333333333,26.8
"352","WA","Washington","$25,000 - $34,999",2013.5,28.2833333333333,37.1,38.1333333333333,19.4,52.2,18.9333333333333,36.1,28.5666666666667,24.5833333333333
"353","WA","Washington","$35,000 - $49,999",2013.5,29.3833333333333,34.6,36.4,17.0333333333333,55.6,20.7666666666667,35.1666666666667,29.3666666666667,20.3166666666667
"354","WA","Washington","$50,000 - $74,999",2013.5,28.4666666666667,37.4333333333333,33.6,14.6333333333333,59.1333333333333,22.6666666666667,37.7333333333333,31.9666666666667,15.9166666666667
"355","WA","Washington","$75,000 or greater",2013.5,23.9333333333333,37.1,31.4333333333333,12.2666666666667,62.9333333333333,26.4,38.9,36.3333333333333,11.4
"356","WA","Washington","Data not reported",2013.5,23.15,31.1666666666667,38.5,22.6333333333333,55,21.6333333333333,35.5,29.6333333333333,22.3166666666667
"357","WA","Washington","Less than $15,000",2013.5,33.1166666666667,29.4,43.3,28.9,47.5,17.3,31.2,26.4666666666667,30.7666666666667
"358","WI","Wisconsin","$15,000 - $24,999",2013.5,32.4,32.4166666666667,40.8,32.4666666666667,48.9333333333333,18.5333333333333,30.7666666666667,27.3,32.3
"359","WI","Wisconsin","$25,000 - $34,999",2013.5,32.5833333333333,35.8666666666667,39.4333333333333,27.9666666666667,51.1666666666667,19.5,33.1333333333333,26.6333333333333,26.9166666666667
"360","WI","Wisconsin","$35,000 - $49,999",2013.5,30.4333333333333,38.4333333333333,35.2666666666667,23.4,58.5,19.4666666666667,36.7,26.4,20.6666666666667
"361","WI","Wisconsin","$50,000 - $74,999",2013.5,30.1166666666667,37.8,36.4,20.3333333333333,59.4,22.0666666666667,35.1,30.7,16.4833333333333
"362","WI","Wisconsin","$75,000 or greater",2013.5,27.05,38.4333333333333,32.9666666666667,19.4333333333333,60.8333333333333,25.3666666666667,36.2666666666667,33.3666666666667,12.7666666666667
"363","WI","Wisconsin","Data not reported",2013.5,26.7,35.5,34.4666666666667,28.4,56.0666666666667,20.4333333333333,38.4666666666667,29.5666666666667,23.7166666666667
"364","WI","Wisconsin","Less than $15,000",2013.5,34.0833333333333,29.25,45.9333333333333,33.5,47,16.7,28.4333333333333,25.1333333333333,32.5666666666667
"365","WV","West Virginia","$15,000 - $24,999",2013.5,37.6833333333333,31.8166666666667,51.2666666666667,29.6333333333333,40.6666666666667,9.9,26.5,16.2333333333333,37.2
"366","WV","West Virginia","$25,000 - $34,999",2013.5,38.4333333333333,33.9833333333333,46.3666666666667,24.8333333333333,47.1,12.1333333333333,30.6,18.8333333333333,32.7
"367","WV","West Virginia","$35,000 - $49,999",2013.5,34.6166666666667,38.7,46.0666666666667,24.3,48.2,14,31.6,21.0666666666667,27.8666666666667
"368","WV","West Virginia","$50,000 - $74,999",2013.5,36.6,37.85,43.1333333333333,21.2,50.1666666666667,14.9,31.7,21.9,24.5666666666667
"369","WV","West Virginia","$75,000 or greater",2013.5,32.9333333333333,38.8,39.8,16.7,53.9666666666667,19.8,33.3,28.4333333333333,18.4833333333333
"370","WV","West Virginia","Data not reported",2013.5,30.3333333333333,32.2666666666667,49.2333333333333,27.4,45.4333333333333,11.6666666666667,30.5,17.6333333333333,34.0333333333333
"371","WV","West Virginia","Less than $15,000",2013.5,36.3833333333333,29.2,58.7666666666667,35.3,38,8.76666666666667,26.8333333333333,14.6666666666667,41.85
"372","WY","Wyoming","$15,000 - $24,999",2013.5,30.3,33.1166666666667,44.1,26.5666666666667,48.3333333333333,18.7333333333333,33.7333333333333,26.9666666666667,31.7166666666667
"373","WY","Wyoming","$25,000 - $34,999",2013.5,26.1833333333333,36.4833333333333,40.7,24.1333333333333,50.8666666666667,20.6,34.4666666666667,28.4333333333333,27.2
"374","WY","Wyoming","$35,000 - $49,999",2013.5,28.0833333333333,38.1833333333333,42,19.9,54.4333333333333,20.7666666666667,34.4666666666667,30.2333333333333,23.1666666666667
"375","WY","Wyoming","$50,000 - $74,999",2013.5,28.7,38.8,39.3333333333333,19.3666666666667,57.2333333333333,22.5,35.0666666666667,31.1666666666667,20.5833333333333
"376","WY","Wyoming","$75,000 or greater",2013.5,24.9833333333333,39.9833333333333,36.5333333333333,16.2666666666667,59.7,26.3666666666667,37.8666666666667,35.0666666666667,16.1666666666667
"377","WY","Wyoming","Data not reported",2013.5,25.0166666666667,33.5833333333333,40.5333333333333,24.4666666666667,50.4,18.5333333333333,32.7333333333333,24.6,27.1666666666667
"378","WY","Wyoming","Less than $15,000",2013.5,30.6166666666667,28.9333333333333,43.5333333333333,26.3333333333333,45.6,16.7,32.4,28.1,34.0666666666667
